campaign_rank,customer_id,decision_date,churn_probability,predicted_churn,saved_model_threshold,policy_risk_floor,probability_alive,historical_revenue,expected_revenue_clv_12m,rfm_value_tier,clv_value_tier,rfm_segment,ml_cluster,cluster_name,recommended_action,action_basis,intervention_cost,assumed_recoverable_share,scenario_revenue_at_risk_proxy,scenario_expected_retention_benefit,scenario_expected_net_benefit,scenario_benefit_cost_ratio,breakeven_recoverable_share,priority_score,decision_status
187,17297,2011-12-10,0.8222417705678434,1.0,0.31000000000000005,0.2,1.0,128.18,1223.0449274423302,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,1005.6386266242012,3.0169158798726032,2.0169158798726032,3.0169158798726032,0.0033146432973869574,94.33419614610297,selected
188,12966,2011-12-10,0.7401578684130606,1.0,0.31000000000000005,0.2,1.0,160.18,1357.9713039404394,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,1005.1131456906601,3.0153394370719804,2.0153394370719804,3.0153394370719804,0.0033163762185627814,94.30543572044866,selected
189,13349,2011-12-10,0.7476588355534728,1.0,0.31000000000000005,0.2,1.0,247.32,1339.4678712570496,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,1001.4649888853347,3.004394966656004,2.004394966656004,3.004394966656004,0.0033284571805585026,94.27667529479436,selected
190,15783,2011-12-10,0.7465591728509431,1.0,0.31000000000000005,0.2,1.0,246.3,1339.4678712570496,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,999.9920260260765,2.9999760780782294,1.9999760780782294,2.9999760780782294,0.003333359913458361,94.24791486914006,selected
191,14641,2011-12-10,0.8579589169091405,1.0,0.31000000000000005,0.2,1.0,110.46,1165.3118795034147,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,999.7897180001046,2.9993691540003136,1.9993691540003136,2.9993691540003136,0.003334034420759051,94.21915444348576,selected
192,17247,2011-12-10,0.7860745392597321,1.0,0.31000000000000005,0.2,1.0,280.09000000000003,1254.152993795399,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,985.857736758932,2.9575732102767955,1.9575732102767955,2.9575732102767955,0.0033811504530987116,94.19039401783147,selected
193,17650,2011-12-10,0.8445887761140034,1.0,0.31000000000000005,0.2,1.0,166.08,1165.3118795034147,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,984.2093341008981,2.9526280023026943,1.9526280023026943,2.9526280023026943,0.0033868133717492362,94.16163359217717,selected
194,17153,2011-12-10,0.8737323089027627,1.0,0.31000000000000005,0.2,1.0,213.78,1125.5219375155368,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,983.404881186161,2.950214643558483,1.9502146435584828,2.950214643558483,0.003389583880560712,94.13287316652287,selected
195,14300,2011-12-10,0.813037201928112,1.0,0.31000000000000005,0.2,1.0,43.2,1208.072432481051,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,982.2078302308818,2.946623490692645,1.946623490692645,2.946623490692645,0.003393714884710079,94.10411274086856,selected
196,16102,2011-12-10,0.5877156483015769,1.0,0.31000000000000005,0.2,0.9402240456216553,1842.14,2258.3492785312687,High Value,High,Loyal Customers,2,Established Moderate-Value Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1327.2672103234029,11.945404892910625,1.9454048929106253,1.1945404892910625,0.02511425964121521,94.07535231521426,selected
197,15980,2011-12-10,0.4698055208237441,1.0,0.31000000000000005,0.2,0.9583349306586476,6543.679999999999,2824.5311100404206,High Value,High,Loyal Customers,1,High-Value Loyal Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1326.980309235408,11.94282278311867,1.94282278311867,1.194282278311867,0.02511968949451831,94.04659188955996,selected
198,17144,2011-12-10,0.6591364328064769,1.0,0.31000000000000005,0.2,0.9543745268196899,984.5699999999999,1484.8035113485898,Medium Value,Core,Potential Loyalists,2,Established Moderate-Value Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,978.6880898888408,2.936064269666522,1.936064269666522,2.936064269666522,0.0034059199940932486,94.01783146390567,selected
199,15419,2011-12-10,0.8692351990736804,1.0,0.31000000000000005,0.2,1.0,135.85999999999999,1125.5219375155368,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,978.3432854181121,2.9350298562543364,1.9350298562543364,2.9350298562543364,0.0034071203666602313,93.98907103825137,selected
200,18235,2011-12-10,0.6465782271115639,1.0,0.31000000000000005,0.2,0.9335104399998604,1796.48,2049.1350201035466,High Value,High,Loyal Customers,2,Established Moderate-Value Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1324.92608841077,11.92433479569693,1.9243347956969306,1.1924334795696931,0.02515863611178205,93.96031061259707,selected
201,14881,2011-12-10,0.8151591204470007,1.0,0.31000000000000005,0.2,1.0,255.4,1193.4683572570054,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,972.8666163829473,2.918599849148842,1.9185998491488419,2.918599849148842,0.0034263004580488564,93.93155018694277,selected
202,13507,2011-12-10,0.5332432705996553,1.0,0.31000000000000005,0.2,0.9744998805784357,2479.16,2483.270939983401,High Value,High,Loyal Customers,1,High-Value Loyal Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1324.187517821829,11.91768766039646,1.91768766039646,1.191768766039646,0.025172668436086537,93.90278976128846,selected
203,15699,2011-12-10,0.7943705070440894,1.0,0.31000000000000005,0.2,1.0,309.65,1223.0449274423302,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,971.5508191500653,2.9146524574501957,1.9146524574501957,2.9146524574501957,0.0034309407883052474,93.87402933563416,selected
204,15318,2011-12-10,0.6544671699392727,1.0,0.31000000000000005,0.2,1.0,312.62,1480.958076956648,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,969.238441424525,2.907715324273575,1.9077153242735752,2.907715324273575,0.0034391262158713102,93.84526890997988,selected
205,13334,2011-12-10,0.48497117699650916,1.0,0.31000000000000005,0.2,0.9658475315006527,6201.8,2727.961183783,High Value,High,Loyal Customers,1,High-Value Loyal Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1322.9825461000319,11.906842914900286,1.9068429149002863,1.1906842914900286,0.025195595687634242,93.81650848432557,selected
206,15296,2011-12-10,0.29243943732153316,0.0,0.31000000000000005,0.2,0.9804472956990509,10323.03,4519.74692086707,High Value,High,Champions,1,High-Value Loyal Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1321.752246374098,11.89577021736688,1.8957702173668807,1.1895770217366881,0.02521904799085845,93.78774805867127,selected
207,17914,2011-12-10,0.6517676983715397,1.0,0.31000000000000005,0.2,1.0,329.36,1480.958076956648,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,965.240637202776,2.895721911608328,1.895721911608328,2.895721911608328,0.0034533702839047303,93.75898763301697,selected
208,12380,2011-12-10,0.3794071400948564,1.0,0.31000000000000005,0.2,0.9843200340493298,9676.3,3483.3587079547747,High Value,High,Champions,1,High-Value Loyal Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1321.611165309635,11.894500487786715,1.8945004877867149,1.1894500487786714,0.025221740106534135,93.73022720736267,selected
209,13448,2011-12-10,0.3396658495068634,1.0,0.31000000000000005,0.2,0.9885670074954125,9189.89,3888.7564956216665,High Value,High,Champions,1,High-Value Loyal Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1320.8777786106666,11.887900007495999,1.8879000074959986,1.1887900007496,0.02523574389175825,93.70146678170836,selected
210,12795,2011-12-10,0.7962041974658278,1.0,0.31000000000000005,0.2,1.0,430.48,1208.072432481051,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,961.8723415841657,2.8856170247524973,1.8856170247524973,2.8856170247524973,0.0034654633356474987,93.67270635605406,selected
211,13322,2011-12-10,0.7852399427292316,1.0,0.31000000000000005,0.2,1.0,199.48000000000002,1223.0449274423302,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,960.3837287800925,2.8811511863402774,1.8811511863402774,2.8811511863402774,0.0034708348688575045,93.64394593039978,selected
212,14362,2011-12-10,0.8323078841146598,1.0,0.31000000000000005,0.2,1.0,151.5,1151.7342972722768,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,958.5975360249734,2.87579260807492,1.8757926080749199,2.87579260807492,0.0034773022129346402,93.61518550474547,selected
213,14862,2011-12-10,0.708791443568836,1.0,0.31000000000000005,0.2,0.9448767894160666,841.2,1342.9438167625149,Medium Value,Core,Potential Loyalists,2,Established Moderate-Value Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,951.8670865149454,2.8556012595448363,1.8556012595448363,2.8556012595448363,0.00350188947654195,93.58642507909117,selected
214,13560,2011-12-10,0.6796576367234829,1.0,0.31000000000000005,0.2,1.0,171.42000000000002,1396.5873778880716,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,949.2012767332525,2.8476038301997577,1.8476038301997577,2.8476038301997577,0.0035117244519573872,93.55766465343687,selected
215,13828,2011-12-10,0.8239478387831353,1.0,0.31000000000000005,0.2,1.0,209.49,1151.7342972722768,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,948.9689850899055,2.8469069552697164,1.8469069552697164,2.8469069552697164,0.0035125840630266044,93.52890422778258,selected
216,15463,2011-12-10,0.8899189027344729,1.0,0.31000000000000005,0.2,1.0,126.14,1065.005262370533,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,947.7683144952242,2.843304943485673,1.843304943485673,2.843304943485673,0.0035170339442173134,93.50014380212826,selected
217,17896,2011-12-10,0.8324410787014481,1.0,0.31000000000000005,0.2,1.0,256.32,1138.4746982715396,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,947.7131059034662,2.8431393177103983,1.8431393177103983,2.8431393177103983,0.0035172388274145763,93.47138337647397,selected
218,14666,2011-12-10,0.842008602248218,1.0,0.31000000000000005,0.2,1.0,195.25,1125.5219375155368,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,947.6991534071634,2.8430974602214905,1.8430974602214905,2.8430974602214905,0.003517290609946574,93.44262295081968,selected
219,18209,2011-12-10,0.8773875890800796,1.0,0.31000000000000005,0.2,1.0,139.10000000000002,1076.5738869747793,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,944.5725671593717,2.833717701478115,1.8337177014781152,2.833717701478115,0.0035289330319614514,93.41386252516537,selected
220,12478,2011-12-10,0.6338690544753682,1.0,0.31000000000000005,0.2,1.0,680.99,1480.958076956648,Medium Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,938.7334959581701,2.8162004878745104,1.8162004878745104,2.8162004878745104,0.003550883555008318,93.38510209951107,selected
221,13170,2011-12-10,0.8518810633313519,1.0,0.31000000000000005,0.2,1.0,108.81,1100.4949098386946,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,937.4907739841275,2.812472321952382,1.8124723219523822,2.812472321952382,0.003555590546419361,93.35634167385678,selected
222,12782,2011-12-10,0.46751272149144135,1.0,0.31000000000000005,0.2,0.9900772712943757,4618.24,2807.256610714176,High Value,High,Champions,1,High-Value Loyal Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1312.4281779998241,11.811853601998417,1.8118536019984166,1.1811853601998417,0.025398215225868003,93.32758124820248,selected
223,14424,2011-12-10,0.7643760879167623,1.0,0.31000000000000005,0.2,1.0,322.08,1223.0449274423302,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,934.8662969848086,2.804598890954426,1.8045988909544262,2.804598890954426,0.003565572257855713,93.29882082254818,selected
224,15148,2011-12-10,0.6969929384296037,1.0,0.31000000000000005,0.2,1.0,301.29,1339.4678712570496,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,933.5996475194972,2.8007989425584916,1.8007989425584916,2.8007989425584916,0.0035704098027347637,93.27006039689387,selected
225,16837,2011-12-10,0.3579734132588319,1.0,0.31000000000000005,0.2,0.97212657867317,3170.98,3662.400236658314,High Value,High,Champions,1,High-Value Loyal Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1311.0419134365304,11.799377220928774,1.7993772209287737,1.1799377220928773,0.025425070695077403,93.24129997123958,selected
226,16479,2011-12-10,0.6964179374648638,1.0,0.31000000000000005,0.2,1.0,300.83000000000004,1339.4678712570496,Low Value,Core,Potential Loyalists,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,932.8294522012862,2.7984883566038588,1.7984883566038588,2.7984883566038588,0.0035733577295049487,93.21253954558527,selected
227,15904,2011-12-10,0.6767250554011028,1.0,0.31000000000000005,0.2,1.0,164.68,1377.0033930420077,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,931.8526974438593,2.7955580923315777,1.7955580923315777,2.7955580923315777,0.0035771032723057117,93.18377911993097,selected
228,13938,2011-12-10,0.9308752836666778,1.0,0.31000000000000005,0.2,1.0,71.66,1000.5696149715981,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,931.405524164945,2.794216572494835,1.7942165724948351,2.794216572494835,0.003578820660658896,93.15501869427666,selected
229,14946,2011-12-10,0.7320411969698036,1.0,0.31000000000000005,0.2,1.0,100.9,1270.3194018611978,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,929.9261354724362,2.7897784064173083,1.7897784064173083,2.7897784064173083,0.00358451408792794,93.12625826862238,selected
230,15883,2011-12-10,0.5699354291118206,1.0,0.31000000000000005,0.2,0.9532983034945817,396.48,1630.5057411362059,Low Value,Core,Potential Loyalists,2,Established Moderate-Value Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,929.2829892437505,2.787848967731252,1.787848967731252,2.787848967731252,0.0035869948895179892,93.09749784296808,selected
231,13926,2011-12-10,0.8161209785640348,1.0,0.31000000000000005,0.2,1.0,223.85000000000002,1138.4746982715396,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,929.1330848237632,2.7873992544712896,1.7873992544712896,2.7873992544712896,0.0035875736078923464,93.06873741731377,selected
232,15567,2011-12-10,0.7690361607712005,1.0,0.31000000000000005,0.2,1.0,186.01,1208.072432481051,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,929.0513854087528,2.7871541562262583,1.7871541562262583,2.7871541562262583,0.003587889093848963,93.03997699165947,selected
233,15103,2011-12-10,0.61806940565438,1.0,0.31000000000000005,0.2,0.9345468335410809,703.36,1501.888709930741,Medium Value,Core,Potential Loyalists,2,Established Moderate-Value Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,928.2714623059165,2.7848143869177497,1.7848143869177497,2.7848143869177497,0.0035909035973733477,93.01121656600517,selected
234,13017,2011-12-10,0.663138746049226,1.0,0.31000000000000005,0.2,1.0,204.0,1396.5873778880716,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,926.1312025208723,2.7783936075626166,1.7783936075626166,2.7783936075626166,0.0035992020615007946,92.98245614035088,selected
235,17911,2011-12-10,0.6815195382411363,1.0,0.31000000000000005,0.2,1.0,366.23,1357.9713039404394,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,925.483976006202,2.776451928018606,1.7764519280186062,2.776451928018606,0.003601719121834904,92.95369571469658,selected
236,14174,2011-12-10,0.9049339247205741,1.0,0.31000000000000005,0.2,1.0,134.46,1021.1503260007456,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,924.0735722375484,2.772220716712645,1.7722207167126451,2.772220716712645,0.003607216387827229,92.92493528904228,selected
237,15692,2011-12-10,0.857829848891721,1.0,0.31000000000000005,0.2,1.0,191.04,1076.5738869747793,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,923.5172147843476,2.7705516443530427,1.7705516443530427,2.7705516443530427,0.003609389494825721,92.89617486338798,selected
238,17600,2011-12-10,0.7527163238609687,1.0,0.31000000000000005,0.2,1.0,161.67000000000002,1223.0449274423302,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,920.6058817011959,2.7618176451035876,1.7618176451035876,2.7618176451035876,0.0036208038636182036,92.86741443773367,selected
239,14664,2011-12-10,0.5814456716647107,1.0,0.31000000000000005,0.2,0.9354806985263638,636.24,1582.6478095339426,Medium Value,Core,Potential Loyalists,2,Established Moderate-Value Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,920.2237186231464,2.760671155869439,1.760671155869439,2.760671155869439,0.0036223075605144378,92.83865401207937,selected
240,14863,2011-12-10,0.8614924003902549,1.0,0.31000000000000005,0.2,1.0,266.76,1065.005262370533,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,917.4939399078437,2.7524818197235312,1.7524818197235312,2.7524818197235312,0.003633084850313175,92.80989358642508,selected
241,16295,2011-12-10,0.4067991959073738,1.0,0.31000000000000005,0.2,0.9683578151597153,1328.55,3208.2761352780703,High Value,High,Loyal Customers,2,Established Moderate-Value Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1305.1241520799358,11.746117368719423,1.746117368719423,1.1746117368719422,0.02554035436415075,92.78113316077078,selected
242,17885,2011-12-10,0.7016681522662513,1.0,0.31000000000000005,0.2,1.0,156.34,1303.9604010809485,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,914.9474852548292,2.7448424557644877,1.7448424557644877,2.7448424557644877,0.0036431963441103297,92.75237273511648,selected
243,14175,2011-12-10,0.35115516850546624,1.0,0.31000000000000005,0.2,0.9753639756647453,7678.88,3714.2847016599176,High Value,High,Loyal Customers,1,High-Value Loyal Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1304.2902702886638,11.738612432597973,1.7386124325979733,1.1738612432597972,0.025556683272624618,92.72361230946218,selected
244,12702,2011-12-10,0.7623629729828619,1.0,0.31000000000000005,0.2,1.0,219.0,1193.4683572570054,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,909.856084999423,2.729568254998269,1.7295682549982692,2.729568254998269,0.0036635830526268857,92.69485188380789,selected
245,12432,2011-12-10,0.42000456941787107,1.0,0.31000000000000005,0.2,0.9476918816582663,5059.32,3102.549493405454,High Value,High,Champions,2,Established Moderate-Value Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1303.0849640753918,11.727764676678524,1.7277646766785235,1.1727764676678523,0.025580322275443577,92.66609145815357,selected
246,13015,2011-12-10,0.3965264365518801,1.0,0.31000000000000005,0.2,0.9772385346932025,6579.78,3285.5137859056667,High Value,High,Champions,1,High-Value Loyal Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1302.7930737672507,11.725137663905254,1.7251376639052545,1.1725137663905254,0.02558605353722388,92.63733103249928,selected
247,17723,2011-12-10,0.5084560620335741,1.0,0.31000000000000005,0.2,0.8741972196996562,3378.4000000000005,2561.0038163503946,High Value,High,Loyal Customers,2,Established Moderate-Value Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1302.1579153144762,11.719421237830284,1.719421237830284,1.1719421237830283,0.025598533742570848,92.60857060684499,selected
248,18178,2011-12-10,0.47296952479942084,1.0,0.31000000000000005,0.2,0.9301329583702724,6103.740000000001,2752.252307637007,High Value,High,Loyal Customers,1,High-Value Loyal Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1301.7314660711847,11.715583194640661,1.7155831946406614,1.1715583194640662,0.025606919861849993,92.57981018119068,selected
249,15435,2011-12-10,0.7857194479925622,1.0,0.31000000000000005,0.2,1.0,149.29,1151.7342972722768,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,904.9400362868748,2.7148201088606245,1.7148201088606245,2.7148201088606245,0.003683485313580086,92.55104975553638,selected
250,14789,2011-12-10,0.8394889353786866,1.0,0.31000000000000005,0.2,1.0,197.64,1076.5738869747793,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,903.771866232952,2.711315598698856,1.7113155986988562,2.711315598698856,0.00368824640141448,92.52228932988208,selected
251,12938,2011-12-10,0.8109750609540312,1.0,0.31000000000000005,0.2,1.0,114.14,1112.8653877946042,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,902.5060757003606,2.707518227101082,1.7075182271010818,2.707518227101082,0.003693419272270946,92.49352890422779,selected
252,13332,2011-12-10,0.7102768509837216,1.0,0.31000000000000005,0.2,1.0,350.9,1270.3194018611978,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,902.2784644974963,2.706835393492489,1.7068353934924891,2.706835393492489,0.0036943509841939524,92.46476847857348,selected
253,15657,2011-12-10,0.7789005358077842,1.0,0.31000000000000005,0.2,1.0,30.0,1151.7342972722768,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,897.0864612535781,2.6912593837607344,1.6912593837607344,2.6912593837607344,0.0037157325155430087,92.43600805291918,selected
254,16482,2011-12-10,0.7152705216996142,1.0,0.31000000000000005,0.2,1.0,220.62,1254.152993795399,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,897.0586661631681,2.6911759984895043,1.6911759984895043,2.6911759984895043,0.003715847646386848,92.4072476272649,selected
255,17538,2011-12-10,0.8004310052201222,1.0,0.31000000000000005,0.2,1.0,98.42,1112.8653877946042,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,890.7719610271162,2.6723158830813483,1.6723158830813483,2.6723158830813483,0.0037420725833015554,92.37848720161058,selected
256,15228,2011-12-10,0.41363451824456887,1.0,0.31000000000000005,0.2,0.966963886156253,5580.2699999999995,3135.0655559246243,High Value,High,Loyal Customers,1,High-Value Loyal Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1296.7713308900234,11.670941978010209,1.6709419780102088,1.167094197801021,0.025704866030972016,92.34972677595628,selected
257,15017,2011-12-10,0.8708813593132623,1.0,0.31000000000000005,0.2,1.0,125.58,1021.1503260007456,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,889.3007839707102,2.6679023519121308,1.6679023519121308,2.6679023519121308,0.0037482631224612967,92.32096635030199,selected
258,13449,2011-12-10,0.7796652566180775,1.0,0.31000000000000005,0.2,1.0,291.88,1138.4746982715396,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,887.6291677810683,2.6628875033432045,1.6628875033432045,2.6628875033432045,0.003755321990675607,92.29220592464769,selected
259,13142,2011-12-10,0.7435322078085608,1.0,0.31000000000000005,0.2,1.0,307.09,1193.4683572570054,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,887.3821626209574,2.6621464878628722,1.6621464878628722,2.6621464878628722,0.003756367294433837,92.26344549899339,selected
260,12659,2011-12-10,0.8328857209381828,1.0,0.31000000000000005,0.2,1.0,91.68,1065.005262370533,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,887.0276757524399,2.6610830272573196,1.6610830272573196,2.6610830272573196,0.003757868468428297,92.23468507333908,selected
261,15526,2011-12-10,0.865593298699562,1.0,0.31000000000000005,0.2,1.0,148.44,1021.1503260007456,Low Value,Core,Potential Loyalists,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,883.9008791511186,2.651702637453356,1.651702637453356,2.651702637453356,0.0037711619164069654,92.2059246476848,selected
262,12603,2011-12-10,0.7550872053717387,1.0,0.31000000000000005,0.2,1.0,739.1999999999999,1165.3118795034147,Medium Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,879.9120904807218,2.6397362714421653,1.6397362714421653,2.6397362714421653,0.003788257224096371,92.17716422203048,selected
263,12532,2011-12-10,0.8348442354230394,1.0,0.31000000000000005,0.2,1.0,349.83000000000004,1053.6865033946588,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,879.6641033020898,2.638992309906269,1.638992309906269,2.638992309906269,0.0037893251763038206,92.14840379637619,selected
264,13146,2011-12-10,0.7973901439491247,1.0,0.31000000000000005,0.2,1.0,228.91,1100.4949098386946,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,877.5237945715556,2.6325713837146667,1.6325713837146667,2.6325713837146667,0.0037985674621630154,92.11964337072189,selected
265,17831,2011-12-10,0.8530772718814751,1.0,0.31000000000000005,0.2,1.0,35.400000000000006,1021.1503260007456,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,871.120134285595,2.613360402856785,1.613360402856785,2.613360402856785,0.0038264909765482547,92.09088294506759,selected
266,13790,2011-12-10,0.5968301744346787,1.0,0.31000000000000005,0.2,1.0,348.8,1458.9046249326086,Low Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,870.7183017820882,2.612154905346265,1.612154905346265,2.612154905346265,0.003828256884587176,92.0621225194133,selected
267,13603,2011-12-10,0.7904800672707513,1.0,0.31000000000000005,0.2,1.0,164.34,1100.4949098386946,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,869.9192903604106,2.609757871081232,1.6097578710812321,2.609757871081232,0.003831773096964342,92.03336209375898,selected
